Type,ID,Title,S1,S2,S3,S4,S5,S6,S7,S8,Sentence
P0192,344,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,胖人,,,,,,,,” “胖人不是某个喜剧TikTok滤镜，也不是你节食前的‘前’照片，或者搞笑的‘减肥后’照片
P0371,345,"在所有肥胖的危害里,「精神疾病」是我没想到的",腹部肥胖,肺功能损害几率高两倍,慢阻肺和睡眠呼吸暂停等呼吸道疾病发病率更高,,,,,,2、肺部 与体重正常者相比，腹部肥胖者肺功能损害几率高两倍，慢阻肺和睡眠呼吸暂停等呼吸道疾病发病率更高
P1048,346,郭晶晶全家云南避暑 霍启刚大肚腩发福明显,又矮又胖,大肚腩,富家公子的气质一下子不见了,,,,,,话说路人能够巧遇“晶刚夫妇”真的很惊喜，但这拍摄角度却把霍启刚拍得又矮又胖，别人都是短袖短裤，霍启刚的穿搭还停留在春 季，把自己裹得严严实实，倒还凸现了自己的大肚腩，富家公子的气质一下子不见了
P0994,347,赵丽颖裙子显土 殷桃脸肿发福 李沁星光闪闪,更显“脸大”,发福了,,,,,,,殷桃后台与他人聊天时，更显“脸大”，看来小姐姐是发福了，需要稍稍克制一下自己，恢复面部纤瘦感才好
P0169,348,什么时候才能停止对马思纯身材的审视？,微胖,,,,,,,,也许有着“性感如红姑”称号的钟楚红，放在今天都会被归为微胖女星的标签里，被经纪公司按头要求减肥
P0205,349,【健康知识】胖哪儿都不能胖这里！,肚子胖,,,,,,,,所以肚子胖的朋友，即使体重正常也得好好减哦
P0991,350,贾玲承认瘦身100斤，海报与近照胖若两人，袁弘曝训练量高达三倍, 肉肉的感觉,,,,,,,,"如果路演的时候见到我,有机会能不 能上台抱抱我,虽然我现在抱起来可能会有点“硬”,但我真的好想你们!大年初一见! 前几日，贾玲一张剧照曝光，近照中的她瘦身大成功，不论是脸部还是身上，那种 肉肉的感觉全都没了，整个人简直瘦了好几圈"
P0932,351,"英国最胖的人:体重890斤创世界纪录,成功减重‘三个贾玲’!被美国女子求爱追到英国…",胖子,,,,,,,,作为肥胖症研究专家，他见过不少胖子，但当他见到保罗时还是大吃一惊
P0588,352,李湘機場被偶遇 身材「富態」,身材丰满,身材又胖了一圈,,,,,,,大陆知名主持人李湘，近日在机场被拍到飞英国给女儿王诗龄陪读，身穿碎花洋装，身材丰满，从影片看来，李湘身材又胖了一圈
P0536,353,文章恋情曝光后首现身，左手戴戒指疑似二婚，与绯闻女友多次同台,胖了很多,中年,发福,,,,,,这次现身活动现场，文章看起来胖了很多，有中年发福的迹象
P1068,354,"长在这两个部位的脂肪,其实是一种优势",腹型肥胖,,,,,,,,正常来说，男性腰围应小于90厘米、女性小于85厘米，超过该范围就属于腹型肥胖
P0779,355,當猪長着 翅膀,胖小子,,,,,,,,"一辆豪华汽车缓缓驰近,车停,一对父子走下车,西装笔挺的父亲指了指,后面的侍从立即拿起大鱼、八爪鱼,对于那几条小鱼视若无睹,Jafaar设法引起小主人的注意,这个6、7岁的胖小子一 若他父亲,仰头高傲地走过,不屑一顾"
P0192,356,侮辱or玩笑？华人也在用的“修图神器”引发争议，已紧急下架,身材丰满,变得更胖一些,,,,,,,少有本来就身材丰满的人，让自己变得更胖一些
P0030,357,46岁孙燕姿演唱会被吐槽服装太丑，太胖了...,好胖,,,,,,,,最主要的是显得孙燕姿好胖呀
P0328,358,吃面食和吃米饭哪个容易胖？主食这样搭配，控糖又不胖！,吃面食,,,,,,,,同样是碳水，为什么吃面食更容易胖
P0347,359,唐代以胖为美？从唐代服饰探究其真假,体态之丰腴,,,,,,,,虽然从《仕女图》《捣练图》中研究得出唐朝女子之“肥胖”，体态之丰腴，但是这并不能囊括整个唐朝的审美，一个朝代真正的审美特征是不会局限于只有“胖”的
P0871,360,【美女】对不起！男人眼中的微胖，长这样,微胖,是性感,性感丰满,会让人爱不 释手,微胖,肥宅,,,"网络上,关于「#微胖」的话题,频频上热搜; 如果,骨感是高级,那么微胖绝对是性感;身材凹凸有致、性感丰满的女生总让会让人爱不 释手!当然，我们说的微胖，不是让你敞开了吃，那样只能叫肥宅"
P0356,361,国家喊你减肥，真的是为你好，能帮你省大钱！,富贵病,,,,,,,,肥胖是“富贵病”
P1063,362,重马胖女孩”意外出圈 曾是8块腹肌“追风少女”,胖女孩,,,,,,,,重返赛道找回阳光自信 从有着8块腹肌的教练到160斤的“重马胖女孩”，这些年，李利经历了什么
P0888,363,肚子越大，脑子越小？肚子大可能“藏”着这些风险,胖人,腰粗,胖人,发生冠心病、急性冠心病事 件和死于冠心病的风险分别增高29%、30%、32%,,,,,与腰不粗的胖人相比，腰粗的胖人腰围每增加9.5厘米，发生冠心病、急性冠心病事 件和死于冠心病的风险分别增高29%、30%、32%
P0487,364,惊了！最新数据：全澳超4成上班族体重超标！上班没时间管理自己的身材？一套动作10分钟，相当于跑步3000米，健身房1小时,身材发胖,忙碌,忽略自己,,,,,,如果你常常因为忙碌而忽略自己，让自己身材发胖、关节疼痛、弯腰驼背、睡眠质量差... 那么，请你一定别错过这堂让你蜕变的椅子轻瑜伽课
P0013,365,24岁中国妹子火上外媒！工作1年长胖40斤，她一怒之下辞职，前后转变惊呆网友...,压力和过度劳累,过劳肥,,,,,,,当厨师是一段痛苦的经历，我在餐馆工作时与之共事的每个人都因压力和过度劳累而超重 社畜吐槽：上班让人累丑了 小欧的经历之所以能引起国内外网友们的集体共鸣，无关其他，只因为不管国内国外，一旦上班就不得不染上“班味”，走向“过劳肥”
P1095,366,面相变了!贾玲最新露面 体重竟反弹回归原状, 体重反弹复胖,,,,,,,,在集体照里，她总是用自己的格子衬衫巧妙地挡住身体，不管周围大 家的站位如何变动，她就稳稳地站在冯巩身边，尽量不让自己的全貌被镜头捕捉到，旁人也只能从她露出来的手部去推测，她大概率是 体重反弹复胖了
P0234,367,全红婵不去学校上课！变壮遭网友质疑：半退役？还能参加奥运会？,显得 更壮实,肩宽甚至堪比苏炳添,,虎背熊腰”,,,,,从照片来看，扎起小辫子的全妹显得 更壮实，肩宽甚至堪比苏炳添，被网友称为“虎背熊腰”
P0247,368,冯巩67岁大寿 贾玲搂恩师合影 复胖身形引关注,略有复胖,,,,,,,,贾玲似乎也有所准备，在集体大合影中，她机智地用格子衫外套挡住了身体的大半部分，而在多张合影中，不管同学们的站位有任何改变，贾玲始终都站在冯巩身边，还微微侧身，无法让人直观地感受到她的身形变化，只是从手部状态来看，贾玲还是略有复胖的
P0654,369,減重後被說復胖 賈玲分享運動日常,小腹隆起,,,,,,,,从画面来看，贾玲身材依旧纤细，手臂和大腿线条更加结实，绝无「小腹隆起」
P0084,370,"一个不吃晚饭的人,是怎样养成「易胖体质」的?",补一顿“夜宵,长胖更快,,,,,,,宵夜来补偿，部分人夜里饿得睡不着，再补一顿“夜宵”，长胖更快
P0916,371,肿瘤患者到底“胖点好”还是“瘦点好”？营养师表示,胖一点,,,,,,,,但对于肿瘤患者而言，胖一点就一定是坏事吗
P0337,372,吴某凡监狱生活被曝！胖了20斤，当上小班长，天天创作正能量歌曲！粉丝组织劫狱！网友：电影都不敢这么演,越来越圆润,,,,,,,,有网友称，探监时看到旁边有个年轻帅哥特别眼熟，仔细瞧了很久才敢确认，这个帅哥竟然是越来越圆润的吴某凡
P0271,373,别再嘲沈腾老婆胖了，这5位男星都娶了“胖老婆”，却个个很宠妻,结婚生子,退圈做了“家庭主妇,,材也越来越发福,,,,,不过也是在结婚生子之后，王琦退圈做了“家庭主妇”，身材也越来越发福了
P0163,374,亚洲首富之子为结婚，18个月减肥216斤，婚礼还没办，又胖回去了,服用类固醇,再次发胖,,,,,,,健康专家们指出，阿南特患有哮喘和服用类固醇可能是他再次发胖的原因
P1094,375,青少年减重别盲目：“饿瘦”不可取，“养瘦”才科学！,胖乎乎,可爱,健康的“定时炸弹”,,,,,,胖乎乎在小时候可能被叫“可爱”，但长大后，可能变成健康的“定时炸弹”
P0215,376,傳統中醫對腦中風的預防之道,,,,,,,,,"另有一些人,整天伏案用脑、情绪过于紧张、身体肥胖,缺乏运动和休息者,也需特别注意"
P0290,377,华人惊恐发现，来了澳洲以后体重开始超标！全球肥胖榜，澳洲排名靠前，据说与地理位置有关？,超市的各种促销策略,垃圾食品和油炸食品往往有很多折扣,越吃越胖,,,,,,再加上超市的各种促销策略，垃圾食品和油炸食品往往有很多折扣，结果就是，澳洲人越吃越胖
